Question_ID,Questions,Jawaban
8612349,Apa perbedaan antara kecemasan dan stres?,"Stres dan kecemasan sering digunakan secara bergantian, dan ada tumpang tindih antara stres dan kecemasan. Stres terkait dengan respons 'pertarungan, penerbangan, atau pembekuan' yang sama sebagai kecemasan, dan sensasi fisik kecemasan dan stres mungkin sangat mirip.
 Namun, penyebab stres dan kecemasan biasanya berbeda. Stres berfokus terutama pada tekanan eksternal pada kami yang kami temukan sulit untuk diatasi. Ketika kita stres, kita biasanya tahu apa yang kita stres, dan gejala stres biasanya hilang setelah situasi stres berakhir.
 Kecemasan, di sisi lain, tidak selalu mudah untuk diketahui. Kecemasan berfokus pada kekhawatiran atau ketakutan tentang hal -hal yang dapat mengancam kita, serta kecemasan tentang kecemasan itu sendiri. Stres dan kecemasan keduanya adalah bagian dari menjadi manusia, tetapi keduanya bisa menjadi masalah jika mereka bertahan lama atau berdampak pada kesejahteraan atau kehidupan sehari-hari kita."
6062232,Apa perbedaan antara kesedihan dan depresi?,"Kesedihan adalah reaksi normal terhadap kehilangan, kekecewaan, masalah, atau situasi sulit lainnya. Merasa sedih dari waktu ke waktu hanyalah bagian lain dari menjadi manusia. Dalam kasus ini, perasaan sedih hilang dengan cepat dan Anda bisa menjalani kehidupan sehari -hari.
 Cara lain untuk berbicara tentang kesedihan mungkin 'merasa rendah,' 'merasa sedih,' atau 'merasa biru.' Seseorang mungkin mengatakan mereka merasa 'tertekan,' tetapi jika itu hilang dengan sendirinya dan tidak memengaruhi kehidupan masuk Cara besar, mungkin bukan penyakit depresi.
 Depresi adalah penyakit mental yang memengaruhi suasana hati Anda, cara Anda memahami diri sendiri, dan cara Anda memahami dan berhubungan dengan hal -hal di sekitar Anda. Ini juga dapat digunakan dengan nama yang berbeda, seperti depresi klinis, gangguan depresi mayor, atau depresi berat. Depresi dapat muncul tanpa alasan, dan itu berlangsung lama. Ini lebih dari sekadar kesedihan atau suasana hati yang rendah. Orang yang mengalami depresi mungkin terasa tidak berharga atau putus asa. Mereka mungkin merasa tidak masuk akal. Beberapa orang mungkin mengalami depresi sebagai kemarahan atau mudah marah. Mungkin sulit untuk berkonsentrasi atau membuat keputusan. Kebanyakan orang kehilangan minat pada hal -hal yang dulu mereka nikmati dan dapat mengisolasi diri dari orang lain. Ada juga tanda -tanda fisik depresi, seperti masalah dengan tidur, nafsu makan dan energi dan nyeri atau nyeri yang tidak dapat dijelaskan. Beberapa mungkin mengalami pikiran yang sulit tentang kematian atau mengakhiri hidup mereka (bunuh diri). Depresi berlangsung lebih dari dua minggu, biasanya tidak hilang dengan sendirinya, dan memengaruhi hidup Anda. Ini adalah penyakit nyata, dan sangat bisa diobati. Penting untuk mencari bantuan jika Anda khawatir tentang depresi."
9045344,Apa itu distimia atau gangguan depresi persisten?,"Dysthymia, sekarang disebut gangguan depresi persisten atau PDD, adalah gangguan mood. Ini adalah depresi terkait (gangguan depresi mayor). Perbedaan antara keduanya adalah dalam jumlah gejala dan jumlah waktu yang bertahan lama. Seseorang yang didiagnosis dengan PDD akan mengalami dua hingga empat gejala di bawah ini selama setidaknya dua tahun tanpa periode kesehatan selama waktu itu, sementara seseorang yang didiagnosis dengan gangguan depresi besar akan mengalami lima atau lebih gejala di bawah ini selama setidaknya dua minggu.
 Gejala PDD meliputi:
 Ada mitos bahwa PDD tidak sekecil penyakit seperti gangguan depresi besar, tetapi penelitian menunjukkan bahwa kecacatan penyakit, seperti kemampuan untuk bekerja secara produktif dan menikmati hobi, mungkin sama parahnya dengan PDD seperti halnya dalam gangguan depresi besar -besaran besar -besaran besar -besaran besar -besaran besar -besaran besar -besaran besar -besaran besar besar -besaran utama besar besar -besaran besar besar besar -besaran besar besar besar -besaran besar besar besar -besaran utama besar besar -besaran besar besar -besaran besar besar -besaran besar besar -besaran besar besar -besaran besar besar -besaran besar besar besar -besaran besar besar besar -besaran besar besar besar besar -besaran besar besar besar utama besar utama utama. . Karena PDD melibatkan sejumlah kecil gejala yang bertahan lama, banyak orang mulai menganggap PDD hanyalah bagian dari kepribadian mereka daripada penyakit yang dapat dirawat secara efektif. Jadi Anda pasti harus berbicara dengan dokter atau profesional kesehatan mental jika Anda pikir Anda mungkin memiliki PDD."
9020440,Apa itu gangguan siklotimik?,"Gangguan siklotmik adalah subtipe gangguan bipolar. Sama seperti gangguan bipolar, gejala siklotmia termasuk tiga atau lebih gejala hipomania, dan lima atau lebih gejala depresi. Seperti gangguan bipolar, orang mungkin mengalami kesehatan antara episode hipomania dan depresi.
 Gejala hipomania meliputi:
 Gejala depresi meliputi:
 Bicaralah dengan dokter atau profesional kesehatan mental jika Anda pikir Anda mungkin mengalami gangguan siklotymic."
5819325,Apa yang dimaksud dengan bersepeda cepat?,"Bersepeda yang cepat berarti bahwa seseorang yang didiagnosis dengan gangguan bipolar (atau depresi) mengalami empat atau lebih episode depresi dan/atau mania dalam satu tahun.
 Bersepeda yang cepat dapat terjadi kapan saja seseorang mengalami gangguan bipolar-sekitar 10-20% orang yang didiagnosis dengan gangguan bipolar mengalami bersepeda cepat di beberapa titik. Dalam banyak kasus, bersepeda cepat akhirnya hilang dengan sendirinya dan orang -orang kembali ke pola episode yang lebih lama dan lebih jarang."
4816493,Di mana saya dapat menemukan informasi dan bantuan untuk gangguan kepribadian ambang?,"Gangguan Kepribadian Borderline atau BPD adalah penyakit yang dapat diobati. Itu terdiri dari lima kelompok gejala di sekitar perilaku, emosi, hubungan, rasa identitas, dan kesadaran. Anda dapat membaca lembar info kami tentang gangguan kepribadian batas. Kami juga memiliki seluruh edisi Visions Journal tentang BPD, di mana Anda akan menemukan informasi tentang perawatan dan dukungan dan kisah -kisah pribadi dari orang -orang yang mengelola BPD dan hidup dengan baik.
 Borderline Personality Disorder Society of BC menawarkan kelompok pendukung di Victoria dan perpustakaan sumber daya, dan mereka memiliki daftar layanan di BC.
 Di Vancouver, DBT Center of Vancouver menawarkan AD terapi perilaku dialektis (DBT) berspesialisasi dalam membantu orang yang mengalami BPD. Konseling penawaran individu, kelompok, dan keluarga, dan mereka memiliki blog yang berguna tentang keterampilan DBT.
 Ada beberapa buku bagus dan bermanfaat yang tersedia sekarang, termasuk:"
9178453,Apa itu gangguan kepribadian skizoid?,"Gangguan kepribadian adalah pola pikiran, perasaan, dan perilaku yang bertahan lama dan menyebabkan semacam masalah atau kesusahan.
 Gangguan kepribadian skizoid atau SPD mempengaruhi interaksi dan hubungan sosial. Orang dengan SPD mungkin mengalami kesulitan berkaitan dengan orang lain dan menunjukkan emosi. Mereka dapat menghindari hubungan yang erat dan lebih suka menghabiskan waktu sendirian, tampak jauh bahkan bagi anggota keluarga dekat. Banyak orang tidak menanggapi emosi yang kuat seperti kemarahan, bahkan ketika orang lain mencoba memprovokasi mereka. Di luar, orang dengan SPD mungkin tampak dingin atau menyendiri, menunjukkan sedikit emosi.
 Meskipun mereka memiliki nama yang sama, gangguan kepribadian skizoid tidak sama dengan skizofrenia.
 Gangguan Kepribadian Schizoid diyakini relatif tidak umum. Sementara beberapa orang dengan SPD mungkin melihatnya sebagai bagian dari siapa mereka, orang lain mungkin merasakan banyak kesusahan, terutama di sekitar interaksi sosial. Beberapa obat dapat membantu orang mengelola gejala dan psikoterapi dapat membantu orang membangun keterampilan baru dan meningkatkan hubungan.
 Untuk mencari bantuan untuk gangguan kepribadian skizoid, bicaralah dengan dokter keluarga Anda, cari psikolog melalui Asosiasi Psikologis BC, atau hubungi 811 untuk berbicara dengan Navigator BC Healthlink."
9679704,Apa itu gangguan kepribadian antisosial?,"Gangguan kepribadian adalah pola pikiran, perasaan, dan perilaku yang bertahan lama dan menyebabkan semacam masalah atau kesusahan.
 Gangguan kepribadian antisosial atau ASPD mempengaruhi cara orang berpikir tentang hak orang lain. Seseorang dengan ASPD dapat mengabaikan undang -undang atau harapan, kurang menyesuaikan ketika mereka menyakiti orang lain atau melanggar hukum, membuat keputusan yang ceroboh, dan percaya mereka lebih unggul dari orang lain. Orang mungkin melihat seseorang dengan ASPD sebagai terlalu dramatis, impulsif, manipulatif, dan menipu. Beberapa orang mungkin tampak menawan, setidaknya di permukaan. Seperti semua penyakit mental, gangguan kepribadian antisosial adalah spektrum. Beberapa orang hanya mungkin sesekali bertindak, sementara yang lain sering melanggar hukum dan menghabiskan banyak waktu dalam sistem peradilan pidana.
 ASPD hanya didiagnosis pada orang dewasa, tetapi orang dengan ASPD mulai memiliki masalah dengan perilaku atau perilaku antisosial pada usia muda. Mereka mungkin didiagnosis dengan gangguan perilaku selama masa kanak -kanak.
 Pengobatan untuk gangguan kepribadian antisosial, biasanya psikoterapi, dapat membantu mengurangi bahaya ASPD dan membantu orang membangun empati terhadap orang lain. ASPD dapat diobati dan dapat membaik ketika seseorang mendekati usia paruh baya.
 Kita semua telah menyakiti orang lain atau bertindak tanpa memikirkan orang lain yang dibutuhkan. Penting untuk diingat bahwa gangguan kepribadian antisosial adalah pola abadi di sekitar kurangnya empati dan kurangnya penyesalan. Hanya seorang dokter atau profesional kesehatan mental yang dapat mendiagnosis penyakit seperti ASPD.
 Untuk mencari bantuan untuk gangguan kepribadian antisosial, bicaralah dengan dokter keluarga Anda, cari psikolog melalui Asosiasi Psikologis BC, atau hubungi 811 untuk berbicara dengan Navigator BC Healthlink."
9167296,Apa itu gangguan kepribadian obsesif-kompulsif?,"Gangguan kepribadian adalah pola pikiran, perasaan, dan perilaku yang bertahan lama dan menyebabkan semacam masalah atau kesusahan.
 Gangguan kepribadian obsesif-kompulsif atau OCPD adalah tentang kontrol. Orang dengan OCPD memiliki pemikiran yang sangat tidak fleksibel dan mengharapkan segalanya untuk dipesan, sempurna, dan melakukan cara ""benar"" mereka. Ini terjadi dengan mengorbankan hal -hal penting lainnya dalam hidup, termasuk hubungan dengan orang lain. Pekerjaan juga dapat diprioritaskan daripada setiap bagian kehidupan lainnya, dan orang -orang dengan OCPD mungkin tampak berdedikasi berlebihan, tetapi mungkin tidak dapat menyelesaikan tugas karena perfeksionisme. Mereka mungkin berjuang untuk mendelegasikan dan mungkin tidak mempercayai kontribusi orang lain. Orang dengan OCPD mungkin tidak mentolerir ketidakpastian dan mungkin memiliki pemahaman yang sangat kaku tentang dunia - sesuatu yang benar atau salah. Mereka mungkin juga kesulitan menghabiskan uang untuk diri mereka sendiri atau orang lain, dan mereka mungkin mengalami penimbunan, ketidakmampuan untuk membuang barang -barang dari rumah mereka. Konflik antara keinginan untuk kerapian atau ketertiban dan ketidakmampuan untuk membuang barang dapat menyebabkan banyak kecemasan.
 Sementara gangguan kepribadian obsesif-kompulsif dan gangguan obsesif-kompulsif (OCD) memiliki nama yang sama, mereka bukan penyakit yang sama. Orang-orang dengan gangguan obsesif-kompulsif biasanya memahami bahwa obsesi dan dorongan mereka tidak masuk akal dan biasanya mengalami banyak kesusahan, meskipun mereka mungkin tidak dapat menghentikan obsesi atau paksaan. Paksaan adalah upaya untuk mengurangi kecemasan, bukan untuk menemukan kesenangan. Orang-orang dengan gangguan kepribadian obsesif-kompulsif dapat memandang pikiran mereka sebagai bagian dari siapa mereka, melihat pikiran mereka logis, dan mungkin menemukan kesenangan atau manfaat dalam menyelesaikan tugas kompulsif. Mereka mungkin mengalami banyak kesusahan ketika mereka tidak dapat mencapai kontrol atau perfeksionisme yang mereka inginkan.
 Gangguan kepribadian obsesif-kompulsif adalah salah satu gangguan kepribadian yang paling umum. Pengobatan dapat mencakup beberapa kombinasi psikoterapi, obat-obatan, dan strategi swadaya. Untuk mencari bantuan untuk OCPD, bicaralah dengan dokter keluarga Anda, cari psikolog melalui Asosiasi Psikologis BC, atau hubungi 811 untuk berbicara dengan Navigator BC Healthlink."
9049618,Apa itu gangguan makan berlebihan?,"Gangguan atau tempat tidur makan pesta adalah jenis kelainan makan. Ini melibatkan episode makan banyak makanan dalam waktu singkat, melewati titik perasaan penuh, dan perasaan di luar kendali atau tidak dapat berhenti makan. Orang-orang yang mengalami gangguan makan pesta dapat disesuaikan bahkan ketika mereka tidak merasa lapar. Mereka mungkin merasa dihibur sementara oleh makanan, dan kemudian merasa tertekan, kesal, bersalah, atau malu makan mereka. Akibatnya, banyak orang mencoba untuk merahasiakan gejala makan. Anda tidak dapat mengetahui apakah seseorang mengalami gangguan makan pesta hanya dari penampilan mereka atau cara mereka makan di sekitar orang lain.
 Sementara banyak orang memiliki pengalaman makan terlalu banyak beberapa kali dan merasa tidak nyaman setelahnya, orang yang mengalami kekacauan makan pesta mengalami banyak binge untuk jangka waktu yang lama.
 Gangguan pesta makan dapat diobati. Bicaralah dengan dokter Anda atau profesional kesehatan mental jika Anda pikir Anda mungkin memiliki gangguan makan pesta."
7984793,Apa perbedaan antara gangguan identitas disosiatif (gangguan kepribadian ganda) dan skizofrenia?,"Kadang -kadang, orang membingungkan gangguan identitas disosiatif, yang sebelumnya dikenal sebagai gangguan kepribadian ganda, dan skizofrenia. Skizofrenia memang berarti ""pikiran terpisah,"" tetapi namanya dimaksudkan untuk menggambarkan 'split' dari kenyataan yang Anda alami selama episode psikosis, serta perubahan dalam pikiran, emosi, dan fungsi lainnya. Gangguan identitas disosiatif, di sisi lain, menyebabkan pemahaman yang terpisah atau terfragmentasi tentang perasaan seseorang tentang diri mereka sendiri.
 Gangguan identitas disosiatif sebenarnya lebih tentang identitas yang terfragmentasi daripada banyak kepribadian berbeda yang berkembang sendiri. Kebanyakan orang melihat berbagai bagian keberadaan mereka sebagai bagian dari seluruh orang. Untuk orang yang mengalami, fragmen identitas mungkin memiliki karakteristik yang sangat berbeda, termasuk sejarah, identitas, dan tingkah laku mereka sendiri. Bagian penting dari DID adalah disosiasi - feeling terpisah ke dunia di sekitar Anda. Orang -orang yang mengalami mungkin memiliki banyak celah yang tidak dapat dijelaskan dalam ingatan mereka, melupakan informasi yang sudah mereka pelajari, atau mengalami kesulitan mengingat hal -hal yang telah mereka katakan atau lakukan. Tidak seperti penggambaran yang ada di TV atau di film, apakah mungkin tidak jelas bagi orang lain, dan bisa memakan banyak waktu untuk datang ke diagnosis.
 Skizofrenia adalah penyakit mental yang serius yang menyebabkan halusinasi (sensasi yang tidak nyata) dan delusi (keyakinan yang tidak mungkin benar, selain gejala lain seperti pikiran yang campur aduk, ucapan yang campur aduk, dan kesulitan yang mengekspresikan emosi. Orang yang mengalami skizofrenia Mungkin mendengar atau merasakan hal -hal yang tidak nyata atau percaya hal -hal yang tidak bisa nyata, tetapi ini bukan identitas yang terpisah."
6085633,Apa perbedaan antara psikosis dan skizofrenia?,"Psikosis adalah sindrom atau kelompok gejala. Seseorang yang mengalami episode psikosis mengalami 'istirahat' dengan kenyataan. Gejala utama psikosis adalah halusinasi dan delusi. Halusinasi adalah sensasi yang tidak nyata, seperti mendengar suara atau suara yang tidak nyata. Mendengar suara adalah halusinasi yang umum, tetapi halusinasi dapat menjadi pengalaman dengan perasaan apa pun - mendengar, penglihatan, bau, rasa, atau sentuhan. Delusi adalah keyakinan kuat yang mungkin tidak benar. Delusi umum termasuk keyakinan bahwa seseorang mengikuti atau memantau Anda, atau keyakinan bahwa Anda memiliki kekuatan atau kemampuan yang luar biasa. Gejala psikosis lainnya termasuk kesulitan berkonsentrasi, menyelesaikan tugas, atau membuat keputusan. Pikiran mungkin terasa 'campur aduk' atau bingung. Beberapa orang kesulitan mengikuti percakapan atau berbicara dengan jelas. Psikosis bahkan dapat mempengaruhi cara orang bergerak atau mengekspresikan emosi mereka.
 Skizofrenia adalah penyakit mental yang menyebabkan psikosis, tetapi skizofrenia juga memiliki gejala lain. Dan itu bukan satu -satunya penyebab psikosis. Dalam beberapa kasus, penyakit mental lainnya menyebabkan psikosis, termasuk depresi, gangguan bipolar, demensia dan gangguan kepribadian batas. Psikosis mungkin muncul selama masa stres ekstrem, kurang tidur, atau trauma. Orang yang menggunakan atau menarik diri dari obat atau obat -obatan tertentu dapat mengalami psikosis. Psikosis juga dapat disebabkan oleh cedera otak, masalah neurologis, atau masalah kesehatan lainnya. Jadi sementara psikosis bisa menjadi bagian dari skizofrenia, itu bisa disebabkan oleh banyak hal lain juga.
 Psikosis dan skizofrenia dapat diobati. Penting untuk mencari bantuan sesegera mungkin."
1896541,Apa saja gejala positif dan negatifnya?,"Gejala positif dan negatif adalah istilah medis untuk dua kelompok gejala pada skizofrenia.
 Gejala positif ditambahkan. Gejala positif termasuk halusinasi (sensasi yang tidak nyata), delusi (keyakinan yang tidak bisa nyata), dan gerakan berulang yang sulit dikendalikan.
 Gejala negatif menghilangkan. Gejala negatif termasuk ketidakmampuan untuk menunjukkan emosi, apatis, kesulitan berbicara, dan menarik diri dari situasi sosial dan hubungan.
 Ada juga kelompok gejala ketiga, biasanya disebut gejala kognitif. Ini termasuk apa pun yang berkaitan dengan pemikiran, seperti pikiran yang tidak teratur, masalah ingatan, dan kesulitan dengan fokus dan perhatian."
4962901,Apa itu prodromal?,"Prodrome adalah istilah medis untuk tanda -tanda awal atau gejala masalah penyakit atau kesehatan yang muncul sebelum tanda -tanda utama atau gejala dimulai.
 Psikosis, sekelompok gejala yang ditemukan dalam gangguan seperti skizofrenia, adalah satu penyakit dengan prodrome tertentu. Dengan psikosis, tanda -tanda dan gejala prodrome dimulai sebelum gejala penuh seperti halusinasi dan delusi muncul.
 Gejala umum dalam prodrom psikosis meliputi:
 Gejala -gejala ini ditemukan pada banyak penyakit mental lainnya, jadi tidak selalu jelas pada saat itu jika ini adalah prodrom psikosis atau skizofrenia atau yang lainnya. Yang terbaik adalah mencari bantuan setiap kali Anda khawatir tentang kesehatan mental Anda atau kesehatan mental orang yang dicintai. Psikosis dan skizofrenia jauh lebih mudah untuk dikelola dan diobati ketika pengobatan dimulai sejak dini."
6869967,Saya sudah dewasa dan saya pikir saya mungkin menderita ADHD. Apa yang bisa saya lakukan selanjutnya?,"Sementara kita menganggap gangguan perhatian/hiperaktif sebagai penyakit yang mempengaruhi anak-anak, itu bisa bertahan hingga dewasa-dan beberapa orang tidak didiagnosis sampai di kemudian hari.
 ADHD didiagnosis seperti penyakit mental lainnya, jadi dokter keluarga Anda adalah tempat yang baik untuk memulai. Dokter keluarga Anda mungkin dapat menilai kesehatan mental Anda dan memulai perawatan, jika diperlukan, atau mereka dapat merujuk Anda ke layanan kesehatan mental yang lebih khusus.
 Ada beberapa organisasi yang dapat membantu Anda menemukan sumber daya yang baik dan menemukan beberapa dukungan:
 Canadian Attention Deficit Hyperactivity Disorder Resource Alliance (CADDRA) adalah organisasi yang mendukung profesional kesehatan yang meneliti ADHD, memperlakukan dan mendukung orang yang didiagnosis dengan ADHD, dan melatih profesional. Di bagian ‘Info Publik’ di situs web mereka, Anda akan menemukan informasi lebih lanjut tentang ADHD dewasa dan proses penilaian. Anda juga akan menemukan sumber daya yang luas dan publikasi yang direkomendasikan.
 Pusat Kesadaran ADHD, Kanada memberikan pendidikan dan advokasi untuk orang Kanada yang mengalami ADHD. Mereka memiliki bagian di situs web mereka untuk orang dewasa, termasuk informasi tentang gejala dan penilaian, perawatan, ADHD di tempat kerja, sumber daya, dan daftar bacaan.
 Chadd Vancouver menawarkan kelompok dukungan bulanan untuk orang dewasa di daerah Vancouver."
4824231,Apa perbedaan antara penggunaan narkoba dan kecanduan?,"Orang cenderung menggunakan kata ""kecanduan"" untuk berarti hal yang sangat berbeda. ""Saya kecanduan berbelanja"" mungkin hanya berarti bahwa speaker suka berbelanja. Di sisi lain, ""dia kecanduan"" mungkin berarti pembicara berpikir orang lain sama sekali tidak dapat mengendalikan perilakunya sendiri. Ketika orang menggunakan kata tentang zat psikoaktif (mengubah pikiran) seperti alkohol, tembakau, atau obat-obatan lain, mereka sering menganggap obat-obatan ini berbahaya dan memiliki kekuatan untuk mengendalikan perilaku manusia.
 Namun, bukti menunjukkan gambaran yang sangat berbeda. Sementara penggunaan narkoba dapat dengan jelas berkontribusi pada masalah kesehatan dan sosial, zat dapat bermanfaat bagi sebagian orang dalam beberapa situasi. Banyak orang merayakan acara khusus dengan segelas anggur yang enak, misalnya. Beberapa orang menggunakan tembakau sebagai simbol yang kuat dalam upacara budaya dan spiritual. Faktanya, zat telah digunakan oleh manusia sepanjang sejarah karena berbagai alasan: merasa baik, merasa lebih baik, untuk meningkatkan kinerja, untuk alasan budaya/spiritual, dan memiliki pengalaman baru.
 Penggunaan zat lebih rumit dari sekadar ""baik"" atau ""buruk."" Sangat membantu untuk memikirkan penggunaan narkoba di sepanjang kontinum, dari penggunaan yang menguntungkan hingga penggunaan yang berbahaya. Di tengah -tengah kontinum, penggunaan narkoba mungkin bermanfaat dan berbahaya. Anda memiliki malam yang menyenangkan bersama teman -teman, tetapi merasa sedikit sakit pada hari berikutnya. Di ujung kontinum, beberapa orang mengembangkan ketergantungan - mereka perlu terus menggunakan obat untuk merasa normal dan akan terus menggunakan bahkan ketika itu menyebabkan kesulitan keuangan, masalah di rumah atau di tempat kerja, masalah kesehatan, atau masalah hukum .
 Secara umum, penggunaan narkoba adalah masalah ketika itu menyebabkan masalah bagi Anda atau orang lain - dan seberapa banyak penggunaan menyebabkan masalah akan berbeda untuk orang yang berbeda dalam situasi yang berbeda. Alasan seseorang menggunakan zat yang mempengaruhi risiko mengembangkan masalah. Misalnya, jika seseorang menggunakan suatu zat untuk bersenang -senang, hanya penggunaan sosial sesekali yang bisa mengikuti. Tetapi ketika seseorang menggunakan suatu zat untuk mengatasi masalah jangka panjang seperti kecemasan sosial, maka penggunaan yang lebih tahan lama dan intens dapat diikuti. Mengelola risiko kita melibatkan kesadaran mengapa kita menggunakan dan apa dampak penggunaan kita pada diri kita dan orang -orang di sekitar kita. Kebijaksanaan nenek moyang kita menyarankan prinsip panduan - tidak terlalu banyak, tidak terlalu sering, dan hanya dalam konteks yang aman."
4294616,Bagaimana saya bisa mendapatkan bantuan untuk masalah penggunaan alkohol atau narkoba?,"Mencari membuat perubahan dalam cara Anda menggunakan zat seperti alkohol atau obat lain? Ini bisa menjadi langkah penting!
 Beberapa orang dapat mengurangi penggunaan narkoba mereka atau berhenti sama sekali sendiri atau dengan bahan hormat swadaya. Tetapi kebanyakan dari kita membutuhkan dukungan dari orang lain - anggota keluarga, teman, profesional kesehatan, atau orang lain yang berjuang dengan masalah penggunaan narkoba. Bantuan yang tepat untuk Anda tergantung pada banyak faktor. Ini termasuk jenis obat yang Anda gunakan, seberapa banyak dan seberapa sering, situasi kesehatan dan sosial Anda dan, tentu saja, preferensi Anda sendiri. Mendapatkan bantuan bukan berarti melepaskan kendali untuk membentuk jalan Anda sendiri. Anda masih orang yang membuat keputusan akhir tentang jenis dan tingkat perubahan yang Anda buat.
 Salah satu cara untuk mendapatkan bantuan adalah dengan berbicara dengan dokter yang Anda percayai dan merasa nyaman dengan mengaku. Jika Anda tidak nyaman berbicara secara langsung, Anda juga bisa mendapatkan saran dari perawat terdaftar (bersama dengan saran tentang program atau layanan di daerah Anda) dengan menelepon HealthLink BC di 8-1-1. Karena beberapa obat ilegal, banyak orang khawatir tentang apa yang mungkin terjadi jika mereka berbicara tentang penggunaan narkoba. Penting untuk mengetahui bahwa dalam kebanyakan kasus, dokter harus melindungi privasi Anda - itu adalah hukum.
 Di SM, layanan rujukan informasi alkohol dan narkoba dapat membantu Anda menemukan informasi tentang opsi perawatan, kelompok pendukung, dan sumber daya lainnya di seluruh provinsi. Ini gratis, rahasia, dan tersedia 24/7. Hubungi Layanan Rujukan Informasi Alkohol dan Obat di 1-800-663-1441 atau 604-660-9382 di Daratan Bawah."
4373204,Bagaimana saya tahu kalau saya minum terlalu banyak?,"Menyortir jika Anda minum terlalu banyak bisa rumit. Anda unik dan hubungan Anda dengan alkohol adalah unik. Tidak ada yang memiliki kombinasi pengalaman hidup yang sama dan pengaruh yang Anda lakukan. Jadi, meskipun Anda dan teman Anda dapat memilih untuk minum, bagaimana dan mengapa Anda menggunakan alkohol mungkin berbeda.
 Kita yang minum, mencari manfaat dari alkohol, bukan kesulitan. Tetapi kadang -kadang kita mulai menggunakan lebih banyak, dan lebih sering, daripada masuk akal. Sebagai aturan umum, minum alkohol menjadi masalah ketika secara negatif mempengaruhi kehidupan kita atau kehidupan orang lain. Banyak orang membayangkan ini mengacu pada orang yang mengonsumsi alkohol ""sepanjang hari setiap hari."" Tetapi bahkan terlalu banyak minum pada satu kesempatan dapat menyebabkan masalah, misalnya membuat keputusan yang buruk seperti mengemudi saat mengalami gangguan.
 Yang juga penting untuk dikenali adalah potensi konsekuensi negatif yang terkait dengan minum dalam berbagai konteks (mis., Tempat, waktu dan kegiatan) dan seiring waktu (mis., Mengatasi masalah kronis). Anda bisa mendapatkan umpan balik yang dipersonalisasi terkait dengan pola minum Anda dibandingkan dengan pedoman minum alkohol berisiko rendah Kanada melalui aplikasi skrining pemeriksaan realitas alkohol. Layar pendek dan sederhana ini dapat digunakan oleh orang -orang dari segala usia.
 Semua penggunaan alkohol melibatkan beberapa risiko. Alasan orang menggunakan alkohol dapat memengaruhi risiko terkena masalah. Misalnya, jika seseorang menggunakan alkohol untuk meningkatkan perayaan khusus, hanya penggunaan sosial sesekali yang bisa mengikuti. Tetapi ketika seseorang minum untuk mengatasi masalah jangka panjang seperti kecemasan sosial, maka penggunaan yang lebih lama dan intens dapat terjadi.
 Dengan merenungkan pola minum Anda, Anda dapat mengelola risiko cedera atau kematian langsung, peluang Anda untuk konsekuensi kesehatan jangka panjang seperti kanker atau penyakit jantung, dan risiko Anda mengembangkan pola kebiasaan minum yang dapat menyebabkan kerugian ini.
 Setiap kali Anda memutuskan untuk minum alkohol, akan sangat membantu untuk mengetahui langkah apa yang dapat Anda ambil untuk memastikan bahwa perilaku minum Anda adalah yang paling bermanfaat dan paling tidak berbahaya. Berikut ini adalah beberapa pedoman yang berguna untuk dipertimbangkan.
 Tidak terlalu banyak. Mengelola seberapa banyak Anda minum pada kesempatan tertentu membantu mengurangi perilaku berisiko.
 Tip: Minum perlahan dan bergantian antara minuman non-alkohol dan alkohol.
 Tidak terlalu sering. Minum secukupnya membantu mengurangi bahaya bagi diri kita sendiri dan orang lain dari waktu ke waktu.
 Kiat: Pertahankan lebih sedikit alkohol di rumah dan atur batas berapa banyak yang akan Anda minum setiap minggu, menghindari minum pada beberapa hari.
 Hanya dalam konteks yang aman. Membuat keputusan berdasarkan informasi tentang di mana Anda minum membantu meminimalkan bahaya terkait alkohol.
 Kiat: Jika pergi ke bar, tetap bersama grup dan pilih perusahaan yang menyala dan dekat opsi transportasi yang aman.
 Untuk informasi tentang opsi perawatan dan sumber daya di seluruh BC, hubungi Layanan Rujukan Informasi Alkohol dan Obat di 1-800-663-1441. Di Greater Vancouver, hubungi 604-660-9382.
 Untuk lebih memahami bagaimana zat berperan dalam hidup Anda, kunjungi buku kerja Anda dan penggunaan narkoba di situs web Heretohelp.
 Institut Penelitian Penggunaan Zat Kanada, sebelumnya CARBC, adalah anggota Mitra BC untuk informasi kesehatan mental dan kecanduan. Institut ini didedikasikan untuk mempelajari penggunaan narkoba dalam mendukung upaya masyarakat yang bertujuan untuk memberikan semua orang akses ke kehidupan yang lebih sehat, baik menggunakan zat atau tidak. Untuk lebih lanjut, kunjungi www.cisur.ca."
