,userName,content,score
443,Asiva Muhammad,"2 3 update terdahulu begitu berat28-30 GB ROOM,namun setelah setelah update jadi lebih ringan 24 GB room ,nice lahh👍. Berharap update next data yg di pakai lebih ringan lagi dengan grafik yg di pertahankan🙂👍",5
444,Ratu Cosplayer,"Sejauh ini aman lancar terkendali, game paling bagus dr segi story, graphic, scene, karakter, gameplay, smua oke, dr awal rilis masih bertahan di genshin.",5
445,Its_Dellita αngela2,"Game nya udh bagus bgt, tapi kok setelah update sekarang sering ada ganguan ya? , katanya gra gra koneksi sinyal yang jelek, tapi pas aku mainin game lain bagus bagus aja tuh sinyal, terus kadang suka nge frame nge frame, padahal ruang penyimpanan tuh udah kosong banget, mohon diperbaiki ya kak gangguannya 🙏",3
446,Bobby Lidya,"Ini gamenya seru bangetttt, terutama bisa main bareng bersama pemain lain, dan dapat coin sama primogem nya secara gratis dari misinya, dapat karakter bintang 5 sama 4 pokoknya ini genshin impact seru bangett, sayang kalo gk didownload buruan download deh!!",5
447,Hadi Nugroho,"Sudah bagus, untuk developer saran aja untuk ver android kalo bisa, ditambahkan fitur biar bisa pakai gamepad, terkadang susah kalo pakai layar sentuh saat tarung, terimakasih semoga lebih bagus lagi kedepannya",5
448,Mohamad Alfarizi,"Oke, setelah main setahun sejak patch 2.6 gua menyimpulkan ini game overall sangat² GOOD. Archon questnya bener-bener bikin nagih, cutscene yg menarik, grafik yang super keren+manjain mata dan tentu saja karakter2nya yang bikin kita puas pas brhasil kita dapetin setelah capek nguli primo hahaha. Keep it up Hoyo!",5
449,nadya atsila,"Keren bgt bintang⭐⭐⭐⭐⭐ 5,animasi gacha nya jg bagus, story ama quest nya jg seru walaupun sedikit bosen karna panjang tp nanti klu pendek protes jg, pokoknya seru dah, mungkin berat game nya tp bisa dimengerti alasannya, dub ny jg bagus ada 5 bhs",5
450,Titik Waryanti,"Aku kasih bintang 5 soal nya aku suka Ama grafiknya bagus banget terus karakter nya cakep dan keren, dan karakter loli nya sangat kawaii ,TPI knp yah setiap aku mau update game ini,GK bisa update Mulu padahal aku udah hapus data² nya sama memori hp saya kaya ngulang ² terus updatenya, tapi tolong yah MB nya jangan gede"" banget jdi susah kalo mau update nya ,meskipun kaya gitu TPI aku suka Ama geme ini sumpah 🤞😍 suka banget",5
451,Zexx,"Game nya bagus Suka dengan jalan ceritanya yang sangat kreatif, alur nya ga berantakan, bisa membuat cerita yang ga bikin pusing namun banyak misteri yang harus di Bongkar seiring jalan cerita, semangat terus devnya biar semangat update atau bikin game lain",5
452,Irzal Cautzar,Dear Mihoyo: Launcher di genshin imoact PC selalu meminta download ulang. Padahal folder lokasi resources games nya sudah benar. Tetapi launcher tidak bisa membaca data nya. Please fix this. Because i am must re download again. Itu memakan banyak waktu. Tolong di fix kan. Terima kasih Mihoyo From Keqing' Husband 😁,4
453,Rian Rahmat,"Gak seru seperti yang berkeliaran di YT, backsound biasa aja, sama sekali tidak epic jadi gelutnya gak semangat apalagi harus ngumpulin berbagai item yang tergolong lama, ini game hanya untuk orang-orang malas pengangguran yang gak ada kerjaan supaya bisa terus Up karakter dan Rank.",3
454,Ammar Lama,"Gamenya bagus, suasana enak, ngilangin stress, mabar bisa, bos bos banyak, map luas banget, banyak update nya, gak ngebosenin, sistem gacha nya good banyak hokinya gua main game ini emang the best hoyovers rahasianya juga banyak ga kalah sama game lain. Tenang yg mau download jangan ragu, tutorial ada ga burik kok game nya malah hd banget nyenengin kalo gua gabut main game ini",5
455,Callista Neyza,"huh jujur aja ini game bagus dari segi grafik, game play, story apapun itu, cuma kadang pas quest archon ini kadang ngebug? yaa tolong nih perbaiki bug nya masa update gede²an tapi bug kaga diperbaiki",3
456,Nadia Muthia,"suka gaya desain char pertahap makin lama semakin membagus, tapi untuk masalah kit masih kurang di mengerti, dan juga era meta di setiap char lama juga semakin menurun, berharap di next patch char itu bisa kembali lagi naik namanya!",5
457,Muhammad Imam Muzaki,"Ini adalah Game open world yang terbaik dan terbagus menurut saya. Dengan ceritanya yang begitu menarik dan sangat banyak, map yang sangat luas sehingga kita bisa menjelajahi Teyvat ini, Character yang bagus dan banyak, dan juga grafik nya yang sangat bagus. Namun, karena hal itu, game ini pun seperti Game PC karena kualitas dan kuantitas di game ini sudah hampir seperti game PC tetapi handphone tetap saja bisa memainkan game ini tetapi sangatlah berat. Aku berikan game ini dengan rating 5 👍🏻",5
458,Praditya Ivhan,Bagus game fitur dan grafik indah tapi bagaimana untuk mengatasi crash saat mau memulai scene bagus kalau saya sudah bisa menghilangkan crash saya ganti komentar ini bintang 5 karena hanya itu masalah saya,5
459,Abdul Hadi,"Untuk grafik aku suka banget, main game berasa memanjakan Mata, characternya juga menarik Dan bagus bagus, efek suara juga sangat detail perfect deh.",5
460,Garneta,"Halo! Saya sangat suka memainkan game ini, seru. Semuanya baik baik saja tapi hanya satu yang saya permasalahkan, yaitu size data saat ingin update itu diluar kemampuan untuk device mobile pada umumnya. Karena biasa nya memori device mobile tidak terlalu besar. Jadi Saya harap kedepannya size file dan data yang perlu di download tidak terlalu besar. Terimakasih",5
461,Idam Damril,Game hanya untuk orang kaya karakter nya harus di beli. Yg gratis ada sih tapi untuk menyelesaikan kan beberapa misi harus menggunakan kan karakter tertentu yg harus di beli . Bagi kaum miskin ngk usah main ini tau diri aja 😂😂,5
462,RIKI MISWAR,"Luar biasa permainan di android terasa bermain di PC ,dan sejarah nya. Sangat menyenangkan dan sangat realistis cerita nya luar biasa idee nya, ditunggu misi ke depan yang sangat mendalam lagi next 👍👍saya berharap game'ini selalu di update lagi ke depan terimakasih, walaupun berat GB asal kan puas cerita nya GPP yang komentar lag mohon kalian main di hp ram 13 GB supaya nyaman saat bermain terimakasih dealoper game sangat bagus tanpa ada 2 nya👍😁main santai sambil menikmati",5
463,Dh Sonick,"Game nya GG lah dari segi gerafik Ama game play udah bagus kalo buat bug udah jarang, Namunada satu kekurangan yg belum di tambahkan yaitu supported controller, Nah itu yang masih kurang jadi mohon untuk segara tambahkan fitur itu karena saya sebagai pemain genshin PS lalu beralih ke android, jadinya udah ke biasa pakai controller",4
464,Ahmad Ihsan,"Tips buat kalian yg udah ar gede tapi bosen main+quest numpuk, mending pindah game utama dulu deh. Misal pindah ke hi3 ato hsr, ml, ff, pubg dll. Nah kalian cukup ngerjain comision aja ato bahkan login buat welkin aja. Nah kalo udah bosen lagi ya tinggal ganti ke gi lagi. Gitu aja seterusnya biar kalian ga bosen. Tapi kalo penyimpanan kalian penuh dan udah maksimal, mending pensi aja dan tunggu buat upgrade device. Itu aja tips dari ku yg kuarepin bermanfaat dah buat kalen",5
465,Sumi Harnanik,"dari segi grafik, gameplay, story nya udah termasuk bagus banget sebenarnya udh tau game ini dari rilis tp baru sempet main pas patch 2.6, buat yang mau main yah siap siap aja kudu siapin device yang lebih gede dan memori yang cukup untuk update kedepannya soalnya genshin gue di mobile udah 40 GB itu juga belum update fontaine wkwk but at least gameplaynya genshin ada stres nya krna spiral dan ada healing nya krna explore + grafik memuaskan so have fun ajaa",5
466,Fresh Meme From The Sun,"Game ini sudah bagus sih lewat grafik, gameplay, story juga, cuman buat player endgame, biasanya banyak yang jarang main karena kurangnya konten in game, setidaknya berilah konten permanen khusus endgame player supaya lebih asik, seperti mini game yang ada di event boleh di mainkan secara permanen oleh endgame player supaya popularitasnya tidak menurun",5
467,Budi Harsono,"Dengan data yg besar banyak hal yg perlu di lakukan terkait pengembangan game ini. Seperti interaksi open mic antar player, Kebebasan memilih guild petualang & dagang, kebebasan memilih karakter, Dungion & cara mengambil misi di guild. Di buat se realistis mungkin. Banyak yang perlu di kembangkan. Pasti akan jadi game yang paling laris di dunia 👍😤",4
468,Rimuru tempest,"Game nya bagus, walaupun sinyal ku masih kuning dan tolong dong hoyoverse, saat lawan bos dan sudah di saat mengambil hadiah nya, hadiah yang bagian batu material element nya di kasih lebih banyak dong madah cuman dapet yang batu kerikil 3 dan batu kecil 1 doang kan dikit banget itu",5
469,Alisha Una,"Ni game asyik bangett dapetin koin nya aja gampang bisa buat jajan hehe, tapi aku bukan mau cerita tentang itu game nya bagus dan banyak karakter yang memiliki sebuah kekuatan yang kuat🤩, dan juga karena misi nya aku juga bisa jelajahin semua tempat nya yang belum pernah aku jelajahin semoga masa depan nanti game nya makin bagus yaa🥳🥳🤞🤞",5
470,Kanzen,"Kurangnya cuma ping yang tinggi sama ga bisa ketemu player saat menjelajah, untuk secara keseluruhan, udah ga ada lagi yang bisa di komplain.",5
471,Sastra darma,"Bagi saya game ini sangat sempurna, saya sangat menikmati semua event dan konten di dalam game masterpiece ini, hanya game ini yang mampu menciptakan suasana seperti simulasi, bukan lagi sebuah game. Dalam artian ini adalah suatu mahakarya sempurna, dari segi grafik, Mekanik, dan juga Story yang sangat sangat sangat dalam, Cut scene setara Film Animasi Movie yang beresolusi 4K, dan yang paling penting, Feels anime nya sangat sangat sangat terasa di dalam Genshin, I very love this game 😄",5
472,Fendi Lover,"Gamenya udah bagus banget dari segi grafik animasi karakter dan alur ceritanya sangat menarik, tapi sayangnya cuma kurang fitur on mic dalam mode coop, semoga pihak developer merespon saran saya",5
473,Andika Yogi,"Overall dari gameplay sama story nih game joss, cuma yg agak kurang itu mc nya, kasih lah dia dia dialog ngomong (ada suaranya), rasanya yg ngomong paimon doang, paling nggak pas cut scene ngomong gk cuma teriak teriak doang.",5
474,naufal maulana,"Sudah 2 tahun main Tolong hadiah dari event, quest harian dan chest di perbanyak primogemnya. Karena yang sekarang ini terlalu sedikit + spiral abyss itu susah bener lantai 12 nya dan tidak sebanding dengan hadiahnya. Tolong jangan terlalu pelit dengan semua player.",4
475,Nursolikhah tika,"Nih game bagus sih, tapi klo boleh saran, hadiah nya dikasih yang bagus lah, tengok game kau satu lagi, ga pelit tuh ngasih hadiahnya, setiap patch 10 tiket gacha, event bisa diulang(untuk dapet stellar jade), 300 x summon di standart bisa dapet karakter B5, bisa try character standart lagi",5
476,Azzahraa Syifa_,"Sebenernya Genshin impact sudah sangat sangat sangat sangat sangat bagussss, tapi aku cuma saranin untuk mode Co-op semoga bisa pake voice. Biar lebih mudah untuk berbicara.",5
477,Fahad Muti Zakaria,"Game seru banget, menantang sekali, susah sekali buat puas, bikin playernya ketagihan, dan tidak mudah untuk pensiun, tapi sayangnya sumber primogem kurang banyak, kasian para player f2p dan low spender, overall saya kasih 8,9/10",5
478,Bisu Rama,Halo mihoyo...saya udah nggak bisa beri ulasan lagi...ya karena game nya udah mantep...jadi mungkin yang kurang menurut saya sendiri...mohon untuk (quest utama) dilanjutkan ya...karena saya...mungkin bukan saya aja pingin liat alur cerita dari traveler...ya begitu aja udah...sekian terimakasih...jika saya salah mohon dimaafin🙏entah emang Quest nya udah di keluarkan tanpa saya ketahui ya saya minta maaf🙏...😄 semangat DEVELOPER UPDATE NYA Biar para pemain makin enjoy saat main game GENSHIN😊😝,5
479,Destria Maharani,"sudah sangat bagus sekali :D , tapi setiap loading mau masuk ke game, itu loadingnya lumayan lama, terus setiap main jaringanya selalu warna kuning padahal jaringanya bagus. tolong di perbaiki lagi ya..",5
480,V,"Byee genshin, apdet kali ini bener bener bikin pensi dan gak bisa lagi main dimobile. Semoga kedepannya ada fitur dan penanganan permasalahan memory khususnya pengguna mobile yg memorynya sedikit. Pake cloud juga harus bayar, semoga ada solusi yg lebih baik lagi masalah memory data. Makasih sudah menemani selama 2 tahun lebih 😊🙏",1
481,Septian Rifki,"Gw udh main ini dari tahun 2021 awal dengan UID81, ini game bagus bngt,baik visual, musik, gameplay terbaik. Harapan gw cmn 1 kdepeannya tolong pikirin player lama, untuk Hoyoverse gk semua player suka main KARTU ,tolong kalau bisa bikin konten end game gebuk gebuk permanen seperti spiral abyys, asli bete bngt skrng skrng ini karna udh ngg ada quest dn monoton daily,.",5
482,Yudha alwiyansyah,"Game nya bagus, petualangannya juga menarik dari segi alur cerita dan suasana di game nya, sayangnya file terlalu besar untuk hp spek nanggung di tinggin dikit resolusi langsung leg,sejauh ini si aman si setelan rendah,",5
483,Belva Abiesa,Gamenya bagus walaupun handphone saya kurang mendukung. Dari segi grafik sama alur cerita sudah sangat bagus. Tapi tolong dong sistem gachanya di permudah lagi saya sering kalah rate off mulu.,5
484,Armada Nata,"Bagus, minim memori 8/256 ya, maen pake proc snap778 lancar, graphic nya bagus bnget, setting rendah aja lumayan bagus, lebih banyakin event buat dapetin gem dong.",5
485,ROG • Thereesa,DEAR HOYOVERSE ~ Kelemahan game ini adalah server dan juga keamanan sistem nya mudah di retas. Oleh karena itu sebagai player saya ingin agar lebih di tingkatkan lagi kualitas game bukan kualitas grafik dan skin !! Karna itu tidak ada guna nya. Mohon di pertimbangkan keluhan ini.,1
486,Azzahra Naisya,"Seruuu banget gamenya, walaupun nunggu lama buat archon quest selanjutnya sama gacha ampas, memang enak main game ini cuman quest susah, naikkin lvl char ribet banget, dll. Tapi tetep aja Genshin impact game terbaik buat aku. 😘",5
487,Harti Nisa,"Sangat bagus ya😁Tapi mohon untuk mendapatkan karakter yg saya inginkan..Saya sedikit sedih(mental break dance🗿🤙)tapi saya tetap memainkan game ini,dan tolong untuk Hoyoverse...Saya memohon..🥺Untuk mendapatkan Wanderer soft pity.. -And dont forget to says..Bismillah..",5
488,Phantomfox06,"Gameplay bagus, tapi secara cerita tidak, terkesan dibuat untuk anak kecil. Dialognya terlalu hampa, gak ada emosinya. Premis cerita nya sederhana tapi dipersulit dengan karakter-karakter sampingan yang tidak perlu, bahkan tidak menambah bobot pada cerita sendiri. Bahkan cerita dari beberapa NPC jauh lebih menarik daripada cerita utama di game ini. Ini kayak anime yang laku modal Fanservice doang. Si Traveler dalam cerita terkesan dibuat sebagai raja Harem Isekai. Gak ada ambisinya.",3
489,CYBrus_78,"Please Hoyoverse,buat GI ver android support fitur controller masa cuma di IOS,agar bisa memberikan pengalaman bermain yg baru,masa game open world sebelah yg kotak"" aja support controller/gamepad lewat bluetooth, please untuk update kedepannya ditambahin ni fitur,malas saya pakai aplikasi pihak ketiga cuma buat main GI pake controller, paling nanti kena banned,terus semangat buat tim Hoyoverse,sekian terimakasih.",5
490,Justin Alvaro Wijaya,"Gamenya udah bagus banget, walaupun saya bermain di grafik rendah, tapi grafiknya udah mantap, meskipun dari jauh kelihatan agak jelek sih, tapi sudah bagus kok, terus berusaha dan berkembang lagi.",5
491,Lucky Febians,"gamenya keren grafiknya hd tapi menurutku tambahin skip story biar ga bosen ada story yg bikin gw bosen banget udh lama ga bisa di skip storynya kurang,tapi dari segi gamenya udh bagus,tapi menurutku tambahin fitur gift char gif item dll,tambahin fitur mic parah si kerenya kalo di tambahin, map nya luas, sistem gachanya rada rada sampe gw qiqi C5 tapi bagus ,charnya juga bohay² keren keren apa lagi hutao sama Raiden waw pokoknya udh bagus tinggal di tingkatkan lagi😀🙏",5
492,Muhammad Hasbi,"Sebenarnya bagus sih tapi aku kasih bintang tiga dulu, soalnya aku orangnya males nunggu jadi males aja gitu kalo misalnya nungguin download data nya soalnya 23 ribu itu susah, jadi tolong kurangin dikit lah lama nunggunya😔😔😔",3
493,Andre Riana,Untuk sekarang cukup bagus dan menarik...game nya lumayan menarik apalagi animasi ny yg bagus.. Tapi seprtinya 4.0 menjadi quest terakhir..hpny sudah minim memori,5
494,widy hikmawati putri,Coba ada cara supaya game ini bisa di mainkan semua hp mau pun ram kecil dan besar supaya pemainnya tidak ada masalah sama koneksi permainannya,5
495,Aisyah,"Mihoyo, update game genshin terlalu besar, saya sampai tidak bisa memainkannya. Biasanya saya rajin login. Tapi kalau udah pake genshin cloud, server penuh, kalau pakai metode lain suka gagal. Tolong sayangi player playermu, hoyoverse 😁",4
496,KeenzoX,"Game nya bagus grafis nya juga cukup bagus, cuma spek hp ku aja yang Mid range, jdi nya lag dikit gak ngaruh 🥰 Dan yah gw rela reset data hp gw untuk download ini game demi bisa main bareng sama seseorang yang bernama ""Sarah"" karena aku sangat mencintai dia dan aku kangen dulu mabar game lain sama dia dan sekarang aku ingin memainkan game ini bareng sama dia lagi, sebenernya aku gak terlalu suka dan tertarik dengan game RPG tapi gegara dia mengajak ku untuk main game ini jdi tiba"" suka 🥰",5
497,Parlik Kusuma,"Bagus tapi tiap misi membutuhkan karakter tertentu untuk lanjut dan mau ngak mau harus gacha , ditambah klo o upgrade level karakter, senjata dan item makin ngak bisa terpenuhi 😭😭",3
498,Night LAB,"Game ini Terutama Story Sangat bagus , Mau explore luas , Sound track bagus banget , Grafik Memanjakan mata , Pergacaan bagus + Sistem gacha nice , Gacha substat Artefak menantang ( Sulit ) , Aku tunggu Hiden Quest & Hidden story dan tidak lupa juga hidden achivmenya , Kasih senjata rahasia mungkin akan lebih menarik karena di tuntut untuk explore, Buat karakter base Def , Overall nice hoyoverse ! Jangan lupa Bagi Primo gratis nya banyakin event F2P !",5
499,Kesya Aleta,"Game petualangan terbaik yg pernah aku mainkan! Dari segi karakter cerita sampe kota, kembangkan lagi Hoyoverse!,tapi semoga nanti genshin ukurannya bisa lebih kecil lagi dan stabil di Mobile 😁",5
500,Feri Irawan,"Game yg sangat saya sukai karena bertema adventure yg sangat memuaskan dan memenuhi expetasi saya, baik dari segi cerita, grafik, game play, character, dan event event yg memiliki unsur cerita di dalam nya👍",5
501,OCS Blade,"Game ini memiliki grafik yg bagus dan desainnya beragam ,ya tapi juga sepadan dengan ruang yg di perlukan sih tapi tetap bagi saya game ini juga memberikan kesan yg cukup bagus untuk para player. semoga game ini dapat terus berkembang",5
502,sou shino,"Bagus banget deh ini game nya. Tapi kita kira bisa ga yah pihak hoyoverse bikin sistem trade item antar player gitu, biar bisa saling bertukar item monster.",5
503,Lisa Nur Rohmawati,"Untuk gamenya bagus, storynya juga bagus, tapi minimal kasih petunjuk lah buat teka teki, sinyalnya didalam game juga sulit. Padahal kekuatan sinyal udah bagus:)",5
504,sipaling dingin,dari struktur gameplay its oke lah dan grafik juga oke tpi saya sebagai pemula bingung dari segi misi saya maen game ini cuman keliling doang buat refresing haha,5
505,Sudar,"Untuk game nya sangat bagus,,cuman ketika saya ganti bahasa suara menjadi jepang suaranya malah ngebug dan kadang obrolan game jadi tidak bersuara.",4
506,Vicky Gaming,"Sangat suka dan grafik gw hd 60 fps mantep bgt sih, karakter juga dikasih free. Enak banget mainnya pokoknya. Game petualangan open world paling thebst nih. Bintang 100 kalo ada jug gw kasih",5
507,Rafa Ameera,"Grafik keren, alur cerita yg menarik, karakternya bagus2, mudah dpt primogems dri berpetualang dan event2, f2p masih bisa menikmati game ini, game santai tapi nagihi.....",5
508,Ahmad fauzi Fauzi,"Kalau game nya sih udah bagus dari segi grafik juga keren banget tapi ada satu hal yang harus di kurangin, yaitu saat pengunduhan data nya di kurangin lah, gue sampai isi ulang kuota karna abis kuota gue, soal nya banyak banget we pengunduhan nya sampek 23GB gak ngotak lah, jadi buat Devoloper tolong di kurangin supaya memudahkan orang lain yang kurang mampu/yang hape nya mudah lemot, nanti kalau dah di kurangin saya kasih bintang 5 dan semoga jadi lebih baik lagi ke depan nya.",3
509,Marcellino,"Mantap gamesnya, berasa sekali adventurnya, namun agak sulit dapat artefak bagus, juga tolong ditambah jenis kotak artefak yang bisa di lebur",5
510,Minimal Sloth252,"gamenya bagus, mainnya ga terlalu bikin stress, walaupun pernah dispam artefak def, tapi game nya sangat cocok untuk orang yang mau main game santai. Game nya juga cocok untuk player F2P😁😁",5
511,Rama Gustafiano,Buat hoyoverse terima kasih karena sudah Membuat game ini karena saat saya berpetualang disumeru kan ada misi terus Kuambil misinya memperbaiki roda Nah terus saat terahirny kan ada cutscene Nah terus aku tonton dan ternyata kayak film pas diahiran itu loh aku terharu sampai nangis karena bagus banget lagunya kayak lagu kejayaan keren bet Pokoknya makasih kukasih bintang 5 karena aku suka aku akan tetap setia dengan game ini terimakasih🙏😁🥹🥰🤗,5
512,Muhammad Al,"Ping nya entah kenapa selalu kuning bahkan sering merah.. gk pernah saya dapet ping hijau, dari pertama main sampe sekarang nyampe tahunan lho.. tolong di tingkatkan kualitas ping nya boss.. Untuk Game nya seru banget,",3
513,Brillian Billy,World buildingnya bagus dan banyak sekali konten in game yang bisa dijelajahi oleh para player baru. Namun sangat disayangkan game ini tidak memiliki cukup konten untuk para player lama sehingga para player lama mudah bosan karna melakukan hal yang sama terus menerus setiap hari,5
514,Radkim,"Game Bagus ini, Luar Biasa. Kekurangan nya hanya pada Size Game yang terlalu besar, sehingga beberapa perangkat tidak kompatibel dan tidak worth it untuk memainkan di Handphone.",5
515,Khansa amalia,Recommended banget sih fr. Ini game berasa rumah banget hahaha setiap galau larinya ke genshin. Lag itu masalah device kalau update besar i think normal aja. Main dari game ini sizenya masih 8 GB sampe sekarang 23an? Well banyak kenangan deh disini jadi sayang mau hapus ahahaha.,5
516,Christopher Axello J. Axello,Genshin impact adalah game open world terbagus yang pernah saya mainkan di mobile platform karena grafis top banget anime dicampur 3d dunia juga private gak di rusuh orang lain memang ukuran yang besar tetapi dengan fitur grafis dan gameplay yang seperti itu ya maklum lah itu aja sih sekian dari saya,5
517,Alfiandi,"Game grafik nya bagus. Please hoyovers tambahin fitur translate di mode chat team, biar memudahkan player lain untuk berkomunikasi dan bermain bareng. Pleasee",5
518,wahyu pria,"game nya bagus. tapi, tolong agar saat mode co-op player yang memasuki dunia orang lain jg bisa mengambil peti, mungkin itu akan menambah kan rasa senang ketika bermain dengan teman. terimakasih...",5
519,Fathin Harits Firdaus,"Bagus banget, sih cuma saya punya saran kalo kontrolnya biar bisa di Kustom sendiri, terimakasih Sama buat hape yang spek rendah seperti saya bisa tidak perlu mendownload data grafik ultra nya , Maksud saya di pisah gt biar memory dan kinerja hape seperti saya tidak terbebani Dan satu lagi tolong mempermudah gacha nya, saya gacha 40x dapet nya bintang 5 tapi tidak sesuai bannernya terimakasih. Kami pemain free play dah ngumpul-ngumpulin 40x interwinted fate, jadi babu teyvat malah tidak dapet",5
520,syahrul lutfi,"Saya kasih bintang 4, karena masih banyak bug dan yg paling penting adalah kenapa setiap masuk in game ping selalu naik 230+ padahal buat akses internetan lainnya lancar² aja HP saya juga mendukung, Mohon DiPerbaiki!!! Terimakasih",4
521,kannaibi151,"Game favorit yang ke-1 dah, dari segi grafik dan desain karakter + animasi udah memanjakan mata dan setelah ada hsr (honkai star rail) jadi ke surga deh karna animasinya bagus banget",5
522,Sutan Ibrahim,Masak game 34 GB gak ada costum tombolnya. Tolong untuk update kedepannya supaya ada costum tombolnya. Supaya player bisa memposisikan semua tombol di tempat yang player inginkan,1
523,Ama Pratama,Game bagus dan Bikin ketagihan tapi ada beberapa masalah ketika saya main Genshin impact salah satu nya yaitu saat evek dari elemen cryo tidak kelihatan sangat terkena air😔. Walaupun begitu saya tetap main Genshin impact karena keseruan game tersebut☺️,5
524,Kazumi,Oya aku ada saran dikit ni em kalian setuju gak si kalok genshin impact ada fitur voice di game saat cop ? Ya biar mudah aja kalok mau voice gak harus ke discod buat ngobrol sama mabar ya terkadang juga game multiplayer butuh voice biar bisa ngobrol gitu lah ya moga di. Bales,4
525,Juan AMV,"Untuk cerita dan juga event udah menarik, tetapi alangkah baiknya jika dalam pergachaan ada masanya dimana player medapatkan pity rendah dan juga ada masanya mendapatkan pity tinggi, jangan ngasih pity tinggi mulu lah karena itu akan membuat player f2p kesusahan dalam mendapatkan player keinginanya seperti saya",4
526,Oxy Slank,"Dari ar 1 sampe 50 main selalu ping kuning terus kadang merah ga pernah ijo, tapi buat main game lain atau streaming download lancar jaya, heran sinyal baguspun selalubkuning, tolong perbaiki masalah server jaringan",3
527,Surah Aldev,Game nya bagyus banget cuman ada satu yang saya sebelin baru masuk kan loading tu loadingnya tu lama banget sampe 6000rb an saya aja nunggu 7 hari lebiih enggak sampe sampe padaha konek si saya itu bagus tolong di kuramgin ya jadi 3000an gitu karna game nya bagus banget saya kasih bintang lima (⭐⭐⭐⭐⭐),5
528,Ria Susanti,Game rpg terbagus! Sumpah! Sayang kalo gk main! Terpuaskan sama semua karakter yg cantik dan bagus. Grafik dan storynya gk main,5
529,Riza,Overall bagus dari segi grafis dan story' nya tapi lama kelamaan makin menyebalkan ini game Edit: Gak pernah mendengarkan feedback dari player tentang hal yg kristis,2
530,Lily Aini,"Gamenya sangat bagus! Banyak area yang bisa di eksplore, tapi sangat susah untuk mendapatkan Primo, jadi untuk ke depannya perbanyak Primo yang di dapat dari chest",5
531,Alvin Farhan,"Overall bagus sih, cuman rate untuk mendapatkan weapon di banner weapon ditingkatkan agar mempermudah player untuk mendapatkan weapon yang di inginkan, sekian terimakasih.",5
532,Fahmile Fahmi,"Game nya bagus,tapi tolong lah kecilin lgi itu ukuran data nya,biar bisa lebih leluasa main nya,kdng panas dikit ga ngarus tpi bisa berasap, Mihoyo tolong ya evend nya di banyakin,primo gw udh habis even udh selesai di mana lgi aku harus cari primo klo ga ada evend",5
533,Neo Neo,"Mantap banget nih game optimisasi nya keren👍 Kalo pake wifi gamenya bakal lancar tapi kalo pake kuota internet gamenya bakal sedikit nge frame karna suhu klo main pake kuota internet itu tinggi sedangkan kalo pake wifi itu suhu hp kita rendah sedikit tips doang sih, btw gw main di Poco F4 aman"" aja highest 60 fps kadang drop ampe 40 juga aman",5
534,Zai,"awalnya saya hampir gila setelah mendapatkan artefak sampah beberapa ratus kali, tapi setelah ribuan artefak sampah yang saya dapatkan saya tiba tiba merasa sangat bahagia.",5
535,RayaSukaChilde,"Jadi gini, dari segi grafik udah bagus, storyline juga bagus, event nya juga yaa dipikir-pikir mayan juga lah ya. Tapi.. Cepetin Cooldown resin mengpliss 😁",5
536,Angelica Mahendra,"Saya minta maaf saya menghapus aplikasi ini dikerana kan hp saya yg tidak kuat untuk menompang 30 gb entah mengapa yg awalnya sebelum di hapus jadi 45gb setelah di hapus menjadi 15-16 gb, tolong infomarsinya ya hoyoverse Maaf jika saya memberikan bintang 1😭😔😞",1
537,Akhrom,Wow gem ini sangat menarik saya suka dan saya jadi tidak bosan saat memainkan gem ini dan banyak karakter nya pokok nya 💯 deh buat gem ini,5
538,Rangga Hermawanto,Game nya bagus gerafik nya oke ini game fafotit saya di antara mobile legend dan free fire tapi ada masalah nya tolong perlihat kan persenan nya agar saya bisa tau dapet senjata atau karakter itu aja sekian terimakasih.....,5
539,Hanif Rafi,Hei download data nya jangan banyak banyak lah baterai ku cepat habis lho yang buat game ini kok gak ngotak sih kemarin malam aku tidur dulu waktu pagi aku cek masih lama sekarang habis pulang sekolah baterai ku langsung 35 tadi pagi 88 padahal hp ku masih awet lho 😭😭😭,1
540,Johnb,Gamenya sih ngak ngebosenin sama sekali soal nya bisa berpetualang dan baik developernya ngak terlalu pelit,5
541,Itz_Ayunda Sienna,Game nya sangat bagus walaupun aku pake tangga saat ada fontaine game nya jadi lebih bagus bisa berenang dalam air dan ketemu orang fontaine tapi sampe memo ku penuh,5
542,Grandonk 013,Tolong dong pengisian resin agar di percepat dan kalau ganti karakternya di percepat terasa lama banget kalau ganti karakter.......,1
543,Shakil Atalah,game bagus tapi cuma kurang di misi untuk latihan tapi dari segi permainan bagus tapi di kasih mudah dong itu saja gua komentar ini karena gua gabut jadi opsi yang bagus adalah komentar,5
544,Veily Denia,"Game ini bagus banget pls, dari desain karakter, desain grafis & grafik sangat memanjakan mata buat main:) btw mohon do'a nya yah agar tulay pulang ke akun sy hehe:D Sekedar ingfo ges kemaren pas rerun wawan, gw dapet tulaytulah shshhshshs><",5
545,Muhamad Ramadan,"Sekarang lebih optimal game nya, mungkin karena storage yang lebih kecil di 16 GB, dulu bisa sampai 21 GB. Main di redmi 9t bisa lah dapat 30 fps di setting lowest. Saran mungkin di pc bisa di optimal kan soalnya di proc athlon gold dapat sekitar 45 fps yang dulu bisa 58 fps.",1
